year,satjob,notloyal,commute,joblose,idecide,fringe1,fringe6,fringe11
1996,a little dissatisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,fairly likely,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very dissatisfied,,,,,,,
1996,a little dissatisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,very likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,very dissatisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,very likely,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,fairly likely,,,,
1996,moderately satisfied,,,very likely,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,,,,,,,,
1996,very dissatisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very dissatisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very dissatisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,very dissatisfied,,,,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,very likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,a little dissatisfied,,,fairly likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,very likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,very likely,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,moderately satisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,very dissatisfied,,,not likely,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,a little dissatisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very dissatisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,a little dissatisfied,,,not likely,,,,
1996,very satisfied,,,fairly likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,moderately satisfied,,,very likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,,,,not likely,,,,
1996,a little dissatisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,a little dissatisfied,,,very likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,very likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very dissatisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,very likely,,,,
1996,,,,,,,,
1996,moderately satisfied,,,fairly likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,fairly likely,,,,
1996,very satisfied,,,,,,,
1996,a little dissatisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,a little dissatisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very dissatisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very dissatisfied,,,not too likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very dissatisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very dissatisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,a little dissatisfied,,,not too likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,not too likely,,,,
1996,,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,,,,,,,,
1996,very satisfied,,,,,,,
1996,a little dissatisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,,,,,,,,
1996,a little dissatisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,fairly likely,,,,
1996,a little dissatisfied,,,,,,,
1996,,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very dissatisfied,,,,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1996,a little dissatisfied,,,fairly likely,,,,
1996,very satisfied,,,not likely,,,,
1996,very satisfied,,,,,,,
1996,moderately satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,very dissatisfied,,,,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,moderately satisfied,,,very likely,,,,
1996,very dissatisfied,,,not likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very dissatisfied,,,,,,,
1996,moderately satisfied,,,,,,,
1996,very satisfied,,,not too likely,,,,
1996,very satisfied,,,not likely,,,,
1996,moderately satisfied,,,not likely,,,,
1996,a little dissatisfied,,,fairly likely,,,,
1996,moderately satisfied,,,,,,,
1996,moderately satisfied,,,not likely,,,,
1998,moderately satisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,very satisfied,,,very likely,,,,
1998,a little dissatisfied,,,not too likely,,,,
1998,moderately satisfied,,,,,,,
1998,a little dissatisfied,,,not likely,,,,
1998,moderately satisfied,,,not likely,,,,
1998,very satisfied,,,not too likely,,,,
1998,very satisfied,,,not likely,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,moderately satisfied,,,,,,,
1998,moderately satisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,,,,,
1998,a little dissatisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,,,,not likely,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,very dissatisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,not too likely,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,moderately satisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,very dissatisfied,,,very likely,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,not too likely,,,,
1998,very satisfied,,,not too likely,,,,
1998,a little dissatisfied,,,not likely,,,,
1998,moderately satisfied,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,moderately satisfied,,,fairly likely,,,,
1998,,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,moderately satisfied,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,a little dissatisfied,,,,,,,
1998,moderately satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,a little dissatisfied,,,not too likely,,,,
1998,,,,,,,,
1998,very dissatisfied,,,not likely,,,,
1998,very dissatisfied,,,not too likely,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,a little dissatisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,moderately satisfied,,,,,,,
1998,a little dissatisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,very dissatisfied,,,,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,very satisfied,,,not likely,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,,,,,,,,
1998,moderately satisfied,,,,,,,
1998,very dissatisfied,,,,,,,
1998,very dissatisfied,,,fairly likely,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,not too likely,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,moderately satisfied,,,,,,,
1998,a little dissatisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,,,,,,,,
1998,very satisfied,,,not likely,,,,
1998,very satisfied,,,not likely,,,,
1998,moderately satisfied,,,very likely,,,,
1998,moderately satisfied,,,not likely,,,,
1998,,,,,,,,
1998,moderately satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,,,,,
1998,very satisfied,,,,,,,
1998,,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,moderately satisfied,,,not likely,,,,
1998,,,,,,,,
1998,moderately satisfied,,,,,,,
1998,moderately satisfied,,,not likely,,,,
1998,moderately satisfied,,,not too likely,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,,,,,,,,
1998,very satisfied,,,fairly likely,,,,
1998,moderately satisfied,,,not too likely,,,,
